id_title,context
0111,"識別は，入力をあらかじめ定められたクラスに分類する問題です．典型的な識別問題には，音声や文字の認識，レビュー文章のPN判定（positive（ほめている）か negative（けなしている）か），疾病の有無の判定などがあります．

ここで，識別問題としてもっとも単純な，2値分類問題を考えてみましょう．2値分類問題とは，たとえば，ある病気かそうでないか，迷惑メールかそうでないかなど，入力を2クラスに分類する問題です．さらに，入力を数値のみを要素とするベクトルと仮定します．入力ベクトルが2次元の場合，学習データは図1.7(a)に示すように，平面上の点集合になります．クラスの値に対応させて，それぞれ丸とバツで表しました．

最も単純に考えると，識別問題はこの平面上で二つのクラスを分ける境界線を決めるという問題になります．未知のデータが入力されたとき，この境界線のどちらにあるかを調べるだけで，属するクラスを解答できるので，このことによって，識別能力を身につけたとみなすことができます．

境界線として1本の直線を考えてみましょう．図1.7(b)に示すように，このデータでは切片や傾きをどのように調整しても1本の直線で二つのクラスをきれいに分離することはできません．一方，図1.7(c)のように複雑に直線を組み合わせると，すべての学習データに対して同じクラスに属するデータが境界線の片側に位置するようになり，きれいに分離できたことになります．しかしここで，「識別とは図1.7(c)のようなすべての学習データをきれいに分離する，複雑な境界線を探すことだ」という早とちりをしてはいけません．識別の目的は，学習データに対して100\%の識別率を達成することではなく，未知の入力をなるべく高い識別率で分類するような境界線を探すことでした．もう一度図1.7(a)に戻って，二つのクラスの塊をぼんやりとイメージしたとき，その塊を区切る線として図1.7(b)，(c)いずれがよいと思えるでしょうか．おそらく大半の人が(b)を支持するでしょう．これが我々人間が身につけている汎化能力で，そのようなことを学習結果に反映させるように，学習アルゴリズムを考える必要があります．

しかし，一般的な識別問題は，このような単純なものばかりではありません．識別結果が一つのクラスになるとは限らない場合があります．たとえば，受信した電子メールに対して，重要・緊急・予定・締切...などのタグを付与する自動タグ付けを識別問題に当てはめると，一つの入力に対して，複数の出力の可能性がある問題設定になります．また，どのクラスにも当てはまらない入力が入ってくる可能性もあります．たとえば，スキャンした文書に対して文字認識をおこなっているときに，文字コードにない記号が含まれている場合があるかもしれません．

本書で扱う識別は，これらの複数出力の可能性や，識別不可能な入力の問題を除外して，すべての入力に対してあらかじめ決められたクラスのうちの一つを出力とする，というように単純化します．識別の代表的な手法には決定木，ナイーブベイズ識別， ロジスティック識別，サポートベクトルマシン，ニューラルネットワークなどがあります．これらを第3章から第8章で説明します．近年注目を集めている深層学習は，主としてこの識別問題に適用されて高い性能を実現しています．深層学習に関しては第9章で説明します．また，第10章では複数の識別器を組み合わせる手法を，第13章では系列データの識別手法を扱います．"
0112,"回帰は入力から予測される妥当な出力値を求める問題です．典型的な回帰問題には，消費電力の予測，中古車の価格算出，生産量計画などがあります．
回帰の単純な例として，入力を気温，出力をビールの売上高とした架空のデータ（図1.8(a)）を考えてみます．

未知データに対して妥当な出力値を求めるために，入力データがある関数に基づいてターゲットを出力していると考え，その関数を求める問題が回帰問題です．ただし，関数の形として1次関数，2次関数，3次関数だけでなく，三角関数や指数関数などとの組み合わせまで考えてもよいとなると手がつけられなくなるので，通常は関数の形を先に決めて，その係数を学習データから推定するという問題とみなします．

1次関数を仮定して，学習データとの誤差が最も少なくなるように係数を求めると，図1.8(b)に示すような直線が得られます．ほとんどの点がこの直線を外れているので，あまりよい近似とはいえないようにみえるかもしれません．一方，複雑な高次の関数を前提とすれば，図1.8(c)に示すように，すべての学習データを通る関数を求めることができます．このどちらを採用すべきかについて，回帰問題でも識別問題と同様の立場をとります．すなわち，未知データに対する出力として，どちらが妥当かということを考えます．気温の少しの変化に対して売上が大きく変わるところがある図1.8(c)の関数は，やはり不自然な回帰に見えます．この例のように入力と出力を2次元で眺めることができれば，その妥当性をある程度直観的に議論できますが，通常の場合，入力は多次元なので，直観に頼らずに学習結果の妥当性を吟味する方法を考えなければなりません．

回帰の代表的な手法には線形回帰，回帰木，モデル木などがあります．これらを第6章で説明します．"
0113,"教師なし学習では，学習に用いられるデータに正解情報が付いていません．

入力ベクトル$\bm{x}_i$の次元数に関しては，教師あり学習の場合と同様に，$d$次元の固定長ベクトルで，各要素は数値あるいはカテゴリのいずれかの値をとると考えておきます．

教師なし学習は，入力データに潜む規則性を学習することを目的とします．ここで着目すべき規則性としては，2通り考えられます．一つめは，入力データ全体を支配する規則性で，これを学習によって推定するの問題が
モデル推定 (model estimation)
です．もう一つは，入力データの部分集合内あるいはデータの部分集合間に成り立つ規則性で，通常は多数のデータの中に埋もれてみえにくくなっているものです．これを発見する問題が
パターンマイニング (pattern mining) 
です．"
0114,"モデル推定は，入力データ中から何らかの共通点を持つデータをまとめることで，入力データを生じさせたクラスの存在や，そのパラメータを推定するものです．
図1.9にモデル推定の考え方を示します．

観測されたデータは，もともと何らかのクラスに属していたものが，揺らぎを伴って生成されたものと考えます．その逆のプロセスをたどることができれば，データを生成したもととなったと推定されるクラスを見つけることができます．発見されたクラスの性質は，そこから生成されたと推定されるデータを分析することでわかります．もしかしたら，その発見されたクラスは，誰も考えつかなかった性質をもつものかもしれません．

このように，入力データ集合から適切なまとまりを作ることでクラスを推定する手法を
クラスタリング (clustering) 
とよびます．顧客をクラスタリングした結果から特徴的な属性を見つけ出し，それぞれに適したマーケティングを行うような応用や，製品に対する口コミ文書をクラスタリングして，典型的な不満や要望を抽出する応用などが考えられています．

一方，もともとのクラスは何らかのデータを生成する関数をもっていると仮定して，その関数のパラメータを入力データから推定する手法を
密度推定  (density estimation) 
とよびます．密度推定はクラスタリングを発展させたものとみることができますが，その応用はクラスタリングだけでなく，不完全データを対象としたモデル推定の問題や，異常なデータの検出など，いろいろな場面で用いられています．

クラスタリングの代表的な手法には，階層的クラスタリングや k-means 法があり，密度推定の手法としてはEMアルゴリズムがあります．これらを第11章で説明します．"
0115,"パターンマイニングは，データ中に何度も出現するパターンや，そのパターンに基づいた規則を発見する手法です．スーパーマーケットなどで同時に購入される商品の組み合わせを発見するバスケット分析が代表的な応用例です．図1.10にパターンマイニングの考え方を示します．

パターンマイニングの敵は膨大な計算量です．まさに，大量のデータの中から，貴重な知見をマイニング（＝発掘）する作業です．図1.10に示した例では，発見された規則の条件部も結論部も要素数が一つなので，すべての商品の組み合わせに対してその出現頻度を計算することは，それほど膨大な計算量にはみえません．しかし，一般的なパターンマイニングでは，条件部・結論部のいずれも要素の集合となります．それらのあらゆる組み合わせに対して，マイニングの対象となる大きなデータ集合から出現数を数えあげなければならないので，単純な方法では気の遠くなるような計算量になってしまいます．そこで効率よく頻出パターンを見つけ出す手法が必要になります．

パターンマイニングの代表的な手法としては Apriori アルゴリズムやその高速化版である FP-Growth があります．これらを第12章で説明します．"
0116,"ここでは，これまでに説明した教師あり学習／教師なし学習に当てはまらない問題について説明します．
学習データが教師あり／教師なしの混在となっているものが半教師あり学習です．また，与えられる正解が間接的で，教師あり／教師なしの中間的な状況となっているものが強化学習です．"
0117,"これまでに述べてきた機械学習の分類では，学習データすべてに対して正解が与えられているか，あるいはまったく与えられていないかのいずれかでした．その中間的な設定として，学習データの一部にだけ正解が与えられている場合が考えられます．

学習データに正解を与えるのは人間なので，正解付きのデータを作成するにはコスト（費用・時間）がかかります．一方，正解なしのデータならば，容易にかつ大量に入手可能であるという状況があります．たとえば，ある製品の評価をしているブログエントリーのPN判定をおこなう問題では，正解付きデータを1,000件作成するのはなかなか大変ですが，ブログエントリーそのものは，webクローラプログラムを使えば，自動的に何万件でも集まります．このような状況で，正解付きデータから得られた識別器の性能を，正解なしデータを使って向上させる問題を半教師あり学習 (semi-supervised learning) といいます．半教師あり学習は主として識別問題に対して用いられます．半教師あり学習の代表的な手法のアイディアを図1.11に示します．

図1.11左のように，全データの中で正解の付加されたデータを丸・バツで表し，正解のないデータを三角形で表します．最初は丸・バツが付いたデータだけから識別器を作り，たとえば，その中間あたりに境界直線を引いたものとします．これに従って三角形のデータを分類しますが，境界線近辺のデータはあまり信用せず，境界線から大きく離れたものを確信度が高いとみなして正解を付与します．今度は，これらの新しく正解を付与されたデータも加えて，再度識別境界を計算します．これを，新しい正解付きデータが増えなくなるまで繰り返します．

この学習法は，識別するべきクラスがうまくまとまっているようなデータや，識別結果によって有効な特徴が増えてゆくような，やや特殊なデータに対して適用するときにうまくゆきます．この手法を第14章で説明します．"
0118,"問題の性質によっては，間接的に正解が与えられる場合があります．図1.12のような迷路を抜けるロボットを学習させる場合を考えてみましょう．この場合，入力はロボットの持つセンサーからの情報で，これによって，ロボットはどの部屋にいるかがわかるものとします．出力はロボットの移動コマンド（この場合，上下左右いずれかへ進む）であるとします．もし，すべての部屋（すなわちすべての状態）において正解（各状態での最適な移動コマンド）が与えられれば，ロボットはスタートから回り道することなくゴールにたどり着けます．

このようなロボットに対して，ゴールに着いたときだけ報酬を与えるという方法で，ロボットに試行錯誤を繰り返させながら，最終的に各状態における最適な出力（この場合は移動コマンド）を獲得させる学習手法を強化学習 (reinforcement learning) とよびます．報酬を教師信号とみなすと，これは教師時々あり学習ということができます．すなわち，教師あり／なしの中間的な設定とみなすことができ，個々の決定に正解は与えられず，決定の連続に対して，後で形を変えた間接的な教師信号が与えられる，という難しい設定になります．強化学習に関しては第15章で説明します．"
0119,この章では，近年注目されてきている人工知能・機械学習・深層学習の関係を説明し，その中心的な技術である機械学習について概要を示しました．また，教師あり／なしという基準から機械学習における様々な問題を分類し，それぞれの目的を説明しました．
0201,本章では，機械学習の基本的な手順を学びましょう．まず，それぞれのステップで理解しておくべき内容を解説した後で，各ステップの作業を支援してくれるツールやコマンドを使いながら，具体的なデータでその内容を説明します．学習の中身に関しては次章以降で学ぶので，この章では少し特殊な学習法である「学習しない」機械学習手法（k-NN法）を使って，機械学習全体の手順（図2.1）を説明します．この章ではまず，WekaのExplorerインタフェースを用いて機械学習全体の流れをGUI (graphical user interface)を用いて実行する手順を説明します．その後，Pythonの機械学習ライブラリ scikit-learnで，同様の手順を実行する方法を説明します．次章以降の例題・演習問題では，これら2つの環境を必要に応じて使い分けて用います．
0202,Wekaは，機械学習を含むデータマイニング一般のアルゴリズムを実装したJavaのライブラリとして開発されました．用途に応じたGUIも複数備えています．本節では，そのGUIの一つであるExplorerインタフェースを用いて，図2.1に示した機械学習の手順を構成してみます．
0203,"機械学習の第一段階はデータ収集です．購買記録からのパターンマイニングなどのように使用するデータがあらかじめ存在する場合と，自分でタスクと問題を設定して，そのために必要なデータを集める場合とがあります．教師あり学習を行う場合には，さらに正解の付与作業が必要になります．

第1章で説明したように，機械学習に用いる学習データは多次元ベクトルの集合です．この場合，ベクトルの各要素をカンマで区切り，1行に1事例ずつデータを並べてゆくというのが，最も単純な形式になります．この形式は CSV (comma separated values) 形式とよばれ，表計算ソフトやテキストエディタで表示・編集・保存ができます．ただしCSV形式では，カンマで区切られた何番目の要素が，どのような特徴を表しているのかはデータだけからはわかりません．最初に見出し行を付けるという方法も考えられますが，データの型など，もう少し情報をつけておきたいこともあります．それぞれの要素は数値なのかカテゴリなのか，カテゴリの場合はどのような値が可能なのかという情報も，自分が作成したものではないデータを扱う際には役に立ちます．CSV形式にこれらの情報をヘッダ情報として加えたものがWekaの標準データフォーマットである
ARFF (attribute-relation file format) 
形式です．

ARFF形式のデータの例として，Wekaに付属の iris.arff を図2.2に示します．これはアヤメ (iris) の種類を，その萼（がく）の長さ (sepal length) ・幅 (sepal width) ，花びらの長さ (petal length) ・幅 (petal width) の，計四つの特徴を用いて識別するための学習データです．各事例の最後には，正解情報（Iris-setosa, Iris-versicolor, Iris-virginicaのいずれか）が付いています． 
ARFF形式のファイルにはデータセット名，特徴の情報，学習データを，この順で記述します．それぞれの記述方法について表2.1にまとめます．
{\tt \%}で始まる行はコメントです．Weka付属のデータのいくつかには，コメントとしてそのデータの作成元の情報，関係論文，特徴の詳細説明などが書かれています．

{\tt @relation}で指定するデータセット名は，ほかのデータ集合と区別する目的で，英数字または記号を用いて記述します．

{\tt @attribute}では，特徴名とその型を指定します．特徴の型は，{\tt numeric}（数値），カテゴリ，{\tt date}（日付），{\tt string}（文字列）のいずれかです，数値型として，{\tt integer} や {\tt real} と書かれているデータもありますが，いずれも {\tt numeric} と見なされます．カテゴリ型の場合は，カテゴリとして可能な値を {\tt \{yes, no\}} のようにカンマ区切りで並べて波括弧で囲みます．識別問題の正解情報は，このカテゴリ型を用いて，特徴名として {\tt class} と指定することが一般的です．

{\tt @data} と書いた次の行から，学習に用いるデータを1行に1事例のCSV形式で記述します．"
0204,"ここでは，次元削減と標準化を紹介します．

次元削減
とは，特徴ベクトルの次元数を減らすことです．せっかく用意した特徴を減らすと聞くと，不思議な感じがするかもしれません．しかし一般的には，多次元の特徴には冗長性が多く含まれます．また，次元数が増えれば増えるほど，学習データが高次元空間上にまばらに存在することになり，そのようなまばらなデータから得られたモデルは，一般的に汎化能力が低いことがわかっています．これを「
次元の呪い
」とよびます．したがって，特徴ベクトルの次元削減は，より汎化能力の高いモデルを学習するという観点から，重要な前処理ということになります．
また，特徴の値の範囲を揃えておく
標準化 (standardization)
も，前処理としては重要な処理です．一般に，特徴はそれぞれ独立の基準で計測・算出するので，その絶対値や分散が大きく異なります．これをベクトルとして組み合わせて，そのまま学習をおこなうと，絶対値の大きい特徴量の寄与が大きくなりすぎるという問題があるので，値のスケールを合わせる必要があります．また，入力の平均値を特定の値に合わせておくと，学習対象のパラメータの初期値を個別のデータに合わせて調整する必要がなくなります．このようなことを目的として，一般的には式(2.4)に従ってそれぞれの次元の平均値を0に，標準偏差を1に揃えます．この処理を標準化とよびます．"
0205,"ここでは，特徴数削減の手法として，
主成分分析 (principal component analysis: PCA) 
を紹介します．図2.5に，2次元から1次元への削減を例として，主成分分析の考え方を示します．
主成分分析とは，相関が高い特徴を複数含むような冗長な高次元空間を，冗長性の少ない低次元空間に写像する行列を求める操作です．次元削減の対象である高次元特徴空間上にデータがどのように散らばっているかという情報は，もとのデータの統計的性質をあらわす共分散行列によって表現することができるので，この共分散行列の情報を基にして，低次元空間への写像をおこなう行列を作ってゆきます．

学習データ$\{\bm{x} | \bm{x} \in D\}$の共分散行列$\Sigma$は式(2.1)を用いて計算されます．
ここで，$\bm{\mu}$は$D$の平均ベクトル，$N$は$D$の要素数です．平均ベクトル$\bm{\mu}$は式(2.2)を用いて計算されます．
図2.5左上に示すような2次元データの場合，平均ベクトルを$\bm{\mu}=(\bar{x_1}, \bar{x_2})^T$とすると，
共分散行列$\Sigma$は式(2.3)のようになります．
対角成分は，次元ごとの散らばり具合を表す分散に対応し，非対角成分は次元間の相関を表します．

次に，この共分散行列の固有値と固有ベクトルを求めると，固有値の大きい順にその対応する固有ベクトルの方向が，データの散らばりが大きい（すなわち，識別するにあたって情報が多い）方向となります．固有ベクトルどうしは直交するので，固有値の大きい順に軸として採用し，特徴空間を構成すると，たとえば上位$n$位までなら$n$次元空間が構成でき，これらはもとの多次元特徴空間のデータの散らばりを最もよく保存した$n$次元空間ということになります．特徴空間の次元数が下がれば下がるほど，学習において推定するべきパラメータ数が少なくなるので，学習結果の信頼性が高まります．もっとも，もとのデータの情報が大きく損なわれるほどに次元を削減してしまっては意味がないので，そのあたりの調整は難しいところです．主成分分析によって構成した軸では，対応する固有値が分散になるので，「すべての軸の固有値の和」に対する「採用した軸の固有値の和」の比（累積寄与率）を計算することで，次元削減後の空間が，もとのデータの情報をどの程度保存しているのか，見当をつけることができます．"
0206,"それでは学習です，とゆきたいところですが，その前に学習結果の評価基準を設定します．

ここで扱っているデータはirisデータなので，教師あり・識別の場合の評価基準を考えます．この場合，学習データに対して正解率100\%でも意味がありません．未知データに対してどれだけの正解率が期待できるかが評価のポイントですが，どうやって未知データで評価すればよいのでしょうか．

学習データが大量にある場合は，半分を学習用，残り半分を評価用として分ける方法が考えられます．この方法を
分割学習法
とよびます．
評価用に半分というのは，多すぎるように見えるかもしれませんが，評価用データがあまりに少ないと，未知データの分布と全く異なる可能性が高くなり，評価そのものが信頼できなくなります．また，学習パラメータの調整をおこなうような場合では，データを学習用・調整用・評価用と分けるケースもあります．

しかし，irisデータは150事例しかないので，分割学習法で評価するのは難しそうです．このような場合，一般的には
交差確認法(cross validation method: CV法)
とよばれる方法を用いて評価します(図2.7)．この方法では学習データを$m$個の集合に分割し，そのうちの$m-1$個で学習を行い，除外した残りの一つで評価を行います．そして，その除外するデータを順に交換することで，合計$m$回の学習と評価を行います．これで，全データがひととおり評価に使われ，かつその評価時に用いられる識別器は評価用データを除いて構築されたものとなっています．$m$を交差数とよび，技術論文では交差数$m$を10とするケース (10-fold CV) や，データの個数とするケースがよく見られます．$m$がデータの個数の場合を
一つ抜き法(leave-one-out method)
とよびます．"
0207,
0208,"さて，いよいよ学習です．ここでは学習アルゴリズムとして，入力されたデータに近い学習データを近い順に$k$個選び，多数決などで所属するクラスを決定する
k-NN法 (k-nearest neighbor method) 
を使います（図2.9）．
k-NN法は，いわば学習データを集めるだけの学習法です．$k=1$の場合，識別したいデータと最も近い学習データを探して，その学習データが属するクラスを答えとします．$k>1$の場合は，多数決を取るか，距離の重み付き投票で識別結果を決めます．このk-NN法で調整するべきパラメータは，近傍としていくつまでの学習データを考えるか（すなわち$k$の値）になります．また，学習データが多い場合，効率よく近傍を探索するアルゴリズムを組み合わせることもあります．

これから機械学習を学ぼうと意気込んでいるみなさんに，最初に紹介するのが「学習しない」学習法なので，がっかりされたかもしれません．しかし，データが大量に入手・記録可能で，かつ並列で高速に近傍計算ができる現在では，k-NN法は驚くほどの性能を示すこともあります．たとえば，スマートフォンの音声対話アプリで実現されている発話理解手法の一部は，k-NN法の考え方に近いものです．"
