Quality	#1 ID	#2 ID	#1 String	#2 String
0	0115	0606	パターンマイニングって何ですか	パラメータ$\bm{w}$の二乗を正則化項とするもの
0	0115	0111	パターンマイニングって何ですか	たとえば，ある病気かそうでないか，迷惑メールかそうでないかなど，入力を2クラスに分類する問題
0	0115	0701	パターンマイニングって何ですか	線形のモデルを使ってなるべく学習データに特化しすぎないような識別面を求める方法
0	0115	1012	パターンマイニングって何ですか	すべてのデータの重みは平等
0	0115	0717	パターンマイニングって何ですか	パラメータの可能な値をリストアップし，そのすべての組み合わせについて性能を評価して最も性能の高い組み合わせを求めます
0	0115	0901	パターンマイニングって何ですか	特徴抽出前の信号を入力をとする多階層ニューラルネットワークの学習
0	0115	0109	パターンマイニングって何ですか	学習データに正解が付いている場合の学習
0	0115	0912	パターンマイニングって何ですか	画像認識
0	0115	0508	パターンマイニングって何ですか	識別関数の出力と教師信号との差の2乗を，全データに対して足し合わせたもの
0	0115	1411	パターンマイニングって何ですか	繰り返しによる誤りの増幅を避けるために，教師ありデータで一度だけ識別器を学習し，その識別器で全ての教師なしデータの識別してしまい，その結果を重み付きで利用してk-NN法による識別器を作る，という単純なアルゴリズム
0	0115	0211	パターンマイニングって何ですか	横軸に false positive rate (FPR = FP/負例数), 縦軸に true positive rate (TPR = TP/正例数)をとって，閾値を変えていったときの値をプロットしたもの
0	0115	0404	パターンマイニングって何ですか	事前確率
1	0109	0109	教師あり学習とはなんですか	学習データに正解が付いている場合の学習
0	0109	1219	教師あり学習とはなんですか	どの個人がどの商品を購入したかが記録されているデータ
0	0109	1310	教師あり学習とはなんですか	Hidden Marcov Model: 隠れマルコフモデル
0	0109	0103	教師あり学習とはなんですか	簡単には規則化できない複雑なデータが大量にあり，そこから得られる知見が有用であることが期待されるとき
0	0109	0115	教師あり学習とはなんですか	パターンマイニング
0	0109	0402	教師あり学習とはなんですか	事後確率が最大となるクラスを識別結果とする方法
0	0109	0610	教師あり学習とはなんですか	真のモデルとの距離
0	0109	0901	教師あり学習とはなんですか	特徴抽出前の信号を入力をとする多階層ニューラルネットワークの学習
0	0109	0801	教師あり学習とはなんですか	計算ユニットを，階層的に組み合わせて，入力から出力を計算するメカニズム
0	0109	1106	教師あり学習とはなんですか	与えられたクラスタを融合したときのクラスタ内のデータと，クラスタ中心との距離の二乗和を求め，そこか各クラスタについて同様に求めた値を引いたものを類似度とする
0	0109	0701	教師あり学習とはなんですか	サポートベクトルマシン
0	0109	0908	教師あり学習とはなんですか	深層学習における初期パラメータの調整で必要な，入力の情報をなるべく失わない，より少ないノードへの写像を学習する手段
0	0109	1407	教師あり学習とはなんですか	最も単純な半教師あり学習アルゴリズムで，教師ありデータで作成した識別器の出力のうち，確信度の高い結果を信じて，そのデータを教師ありデータに取り込んで，自分を再度学習させるということを繰り返すもの
0	0109	0715	教師あり学習とはなんですか	複雑な非線形変換を求めるという操作を避ける方法
0	0109	0803	教師あり学習とはなんですか	個々のノードの出力であるロジスティック関数を重みを加えて足し合わせることで，データの境界の形に合わせた識別面を構成することができるから
0	0109	0801	教師あり学習とはなんですか	このモデルは生物の神経細胞のモデルであると考えられています
0	0109	0607	教師あり学習とはなんですか	パラメータ$\bm{w}$の絶対値を正則化項とするもの
0	0109	1502	教師あり学習とはなんですか	将棋や囲碁などを行うプログラム
0	0109	0903	教師あり学習とはなんですか	多階層ニューラルネットワーク，畳み込みネットワーク，リカレントネットワーク
0	0109	0616	教師あり学習とはなんですか	一般に非線形式ではデータにフィットしすぎてしまうため
0	0109	0717	教師あり学習とはなんですか	パラメータの可能な値をリストアップし，そのすべての組み合わせについて性能を評価して最も性能の高い組み合わせを求めます
0	0109	0510	教師あり学習とはなんですか	事後確率を特徴値の組み合わせから求めるようにモデルを作ります
0	0109	0701	教師あり学習とはなんですか	学習データと識別境界線の間に未知データが入る余地があることになるので，学習データからちょっとずれただけの未知データが，別クラスに識別されるということが少なくなります．これが，汎化性能の高さにつながります
0	0109	0115	教師あり学習とはなんですか	データ中に何度も出現するパターンや，そのパターンに基づいた規則を発見する手法
0	0109	0907	教師あり学習とはなんですか	事前学習法
1	0110	0110	識別と回帰の違いはなんですか	正解$y$が数値の場合を回帰 (regression) 問題，カテゴリの場合を識別 (classification) 問題とよびます．回帰問題の正解をターゲット (target) ，識別問題の正解をクラス (class) とよぶこととします
0	0110	0601	識別と回帰の違いはなんですか	過去のデータに対するこれらの数値が学習データの正解として与えられ，未知データに対しても妥当な数値を出力してくれる関数を学習すること
0	0110	0211	識別と回帰の違いはなんですか	横軸に false positive rate (FPR = FP/負例数), 縦軸に true positive rate (TPR = TP/正例数)をとって，閾値を変えていったときの値をプロットしたもの
0	0110	0411	識別と回帰の違いはなんですか	これは$m$個の仮想的なデータがすでにあると考え，それらによって各特徴値の出現は事前にカバーされているという状況を設定します．各特徴値の出現割合$p$を事前に見積り，事前に用意する標本数を$m$とすると，尤度は式(4.14)で推定されます
0	0110	0509	識別と回帰の違いはなんですか	確率的最急勾配法
0	0110	0111	識別と回帰の違いはなんですか	音声や文字の認識，レビュー文章のPN判定（positive（ほめている）か negative（けなしている）か），疾病の有無の判定など
0	0110	0405	識別と回帰の違いはなんですか	尤度と事前確率の積を最大とするクラス
0	0110	1001	識別と回帰の違いはなんですか	識別器を複数組み合わせ，それらの結果を統合することで，個々の識別器よりも性能を向上させる方法
0	0110	1104	識別と回帰の違いはなんですか	一つのデータからなるクラスタをデータ個数分作成するところから始まって，最も近いクラスタを融合して新しいクラスタを作る操作を繰り返し，最終的にデータが一つのクラスタになれば終了
0	0110	0717	識別と回帰の違いはなんですか	パラメータの可能な値をリストアップし，そのすべての組み合わせについて性能を評価して最も性能の高い組み合わせを求めます
0	0110	0810	識別と回帰の違いはなんですか	勾配消失問題
0	0110	1510	識別と回帰の違いはなんですか	確率$1-\epsilon$で最適な行為，確率$\epsilon$でそれ以外の行為を実行する探索手法の総称
0	0110	1205	識別と回帰の違いはなんですか	ある項目集合が頻出でないならば，その項目集合を含む集合も頻出でない
0	0110	0715	識別と回帰の違いはなんですか	複雑な非線形変換を求めるという操作を避ける方法
0	0110	0810	識別と回帰の違いはなんですか	誤差が小さくなって消失してしまう
0	0110	0402	識別と回帰の違いはなんですか	最大事後確率則
0	0110	1301	識別と回帰の違いはなんですか	これまでに学んだ識別器を入力に対して逐次適用してゆくというもの
0	0110	0906	識別と回帰の違いはなんですか	誤差逆伝播法は，入力層に向かうにつれ修正量が少なくなり，多階層では入力側の重みはほとんど動かない
0	0110	0805	識別と回帰の違いはなんですか	出力層の誤差を求めて，その誤差を中間層に伝播させて学習を行う手法
0	0110	0803	識別と回帰の違いはなんですか	個々のノードの出力であるロジスティック関数を重みを加えて足し合わせることで，データの境界の形に合わせた識別面を構成することができるから
0	0110	0105	識別と回帰の違いはなんですか	人間の認識能力を何らかの手法でモデル (model)化して，コンピュータでその能力を再現しようとする技術
0	0110	0805	識別と回帰の違いはなんですか	誤差逆伝播法
0	0110	0402	識別と回帰の違いはなんですか	統計的識別手法
0	0110	1304	識別と回帰の違いはなんですか	入力と対応させる素性
0	0110	1207	識別と回帰の違いはなんですか	a priori な原理の対偶を用いて，小さな項目集合から支持度の計算を始め，項目集合を大きくしてゆく際に，頻出でない項目集合をそれ以上拡張しないことで，調べるべき項目集合を減らす方法
1	0113	0113	教師なし学習の目的はなんですか	入力データに潜む規則性を学習すること
0	0113	0514	教師なし学習の目的はなんですか	ランダムに学習データを一つ選び，その学習データに対して重みを更新するという方法
0	0113	0602	教師なし学習の目的はなんですか	正解情報$y$が数値であるということ
0	0113	1303	教師なし学習の目的はなんですか	形容詞の後には名詞がくることが多い，助詞の前には名詞がくることが多いなど
0	0113	0701	教師なし学習の目的はなんですか	線形で識別できないデータに対応するため
0	0113	0601	教師なし学習の目的はなんですか	正解付きデータから，「数値特徴を入力として数値を出力する」関数を学習する問題
0	0113	0114	教師なし学習の目的はなんですか	顧客をクラスタリングした結果から特徴的な属性を見つけ出し，それぞれに適したマーケティングを行うような応用や，製品に対する口コミ文書をクラスタリングして，典型的な不満や要望を抽出する応用
0	0113	0313	教師なし学習の目的はなんですか	モデルが学習データに特化しすぎたために，未知データに対して性能が下がる現象
0	0113	0912	教師なし学習の目的はなんですか	畳み込み層と，プーリング層を交互に配置し，最後のプーリング層の出力を受ける通常のニューラルネットワークを最終出力側に配置したもの
0	0113	0611	教師なし学習の目的はなんですか	識別における決定木の考え方を回帰問題に適用する方法
0	0113	0509	教師なし学習の目的はなんですか	確率的最急勾配法
0	0113	0109	教師なし学習の目的はなんですか	正解が付いていない場合の学習
0	0113	0614	教師なし学習の目的はなんですか	回帰木と線形回帰の双方のよいところを取った
0	0113	0606	教師なし学習の目的はなんですか	山の尾根という意味
0	0113	0311	教師なし学習の目的はなんですか	「その特徴を使った分類を行うことによって，なるべくきれいに正例と負例に分かれる」ということ
0	0113	0209	教師なし学習の目的はなんですか	識別器が正例と判断したときに，それがどれだけ信頼できるかという指標
0	0113	1301	教師なし学習の目的はなんですか	個々の要素の間に i.i.d. の関係が成立しないもの
0	0113	0917	教師なし学習の目的はなんですか	入力ゲート・出力ゲート・忘却ゲート
0	0113	0701	教師なし学習の目的はなんですか	線形のモデルを使ってなるべく学習データに特化しすぎないような識別面を求める方法
0	0113	1301	教師なし学習の目的はなんですか	個々の要素の間に i.i.d. の関係が成立しないもの
0	0113	1502	教師なし学習の目的はなんですか	報酬を得るために，環境に対して何らかの行為を行う意思決定エージェントの学習
0	0113	0801	教師なし学習の目的はなんですか	計算ユニットを，階層的に組み合わせて，入力から出力を計算するメカニズム
0	0113	0103	教師なし学習の目的はなんですか	ビッグデータの例としては，人々がブログやSNS (social networking service) に投稿する文章・画像・動画，スマートフォンなどに搭載されているセンサから収集される情報，オンラインショップやコンビニエンスストアの販売記録・IC乗車券の乗降記録など，多種多様なものです
0	0113	1309	教師なし学習の目的はなんですか	学習の際に観測されない隠れ変数の値を用いなければならない，という点
0	0113	1508	教師なし学習の目的はなんですか	無限時刻の和で表現される状態価値関数を，隣接時刻間の再帰方程式で表したもの
1	0114	0114	モデル推定とはなんですか	入力データ中から何らかの共通点を持つデータをまとめることで，入力データを生じさせたクラスの存在や，そのパラメータを推定するもの
0	0114	0810	モデル推定とはなんですか	勾配消失問題
0	0114	0610	モデル推定とはなんですか	真のモデルとの距離
0	0114	0209	モデル推定とはなんですか	精度と再現率を総合的に判断するために，その調和平均をとったもの
0	0114	0514	モデル推定とはなんですか	ランダムに学習データを一つ選び，その学習データに対して重みを更新するという方法
0	0114	1214	モデル推定とはなんですか	高速化のアイディアとして，トランザクションデータをコンパクトな情報に変換し，そのコンパクトな情報に対してパターンマイニングを行うという手法
0	0114	0908	モデル推定とはなんですか	ユークリッド距離
0	0114	0906	モデル推定とはなんですか	ニューラルネットワークで，入力に近い側の処理で，特徴抽出をおこなおうとするもの
0	0114	0313	モデル推定とはなんですか	適当なところで決定木の成長を止める方法（葉の要素数を一定値以下にならないようにする）や，完全に学習させた後，枝刈りするという方法
0	0114	1215	モデル推定とはなんですか	最初にnullというカテゴリを付けた根ノード（ルート）を用意し，トランザクションを順にその木に挿入してゆきます
0	0114	0708	モデル推定とはなんですか	制約を弱める変数
0	0114	0209	モデル推定とはなんですか	正例がどれだけ正しく判定されているかという指標
0	0114	0803	モデル推定とはなんですか	非線形識別面
0	0114	1502	モデル推定とはなんですか	報酬を得るために，環境に対して何らかの行為を行う意思決定エージェントの学習
0	0114	0606	モデル推定とはなんですか	重みの大きさが大きいと，入力が少し変わるだけで出力が大きく変わり，そのように入力の小さな変化に対して大きく変動する回帰式は，たまたま学習データの近くを通っているとしても，未知データに対する出力はあまり信用できないものだと考えられます．また，重みに対する別の観点として，予測の正確性よりは学習結果の説明性が重要である場合があります．製品の品質予測などの例を思い浮かべればわかるように，多くの特徴量からうまく予測をおこなうよりも，どの特徴が製品の品質に大きく寄与しているのかを求めたい場合があります．線形回帰式の重みとしては，値として0となる次元が多くなるようにすればよいことになります．
0	0114	1411	モデル推定とはなんですか	繰り返しによる誤りの増幅を避けるために，教師ありデータで一度だけ識別器を学習し，その識別器で全ての教師なしデータの識別してしまい，その結果を重み付きで利用してk-NN法による識別器を作る，という単純なアルゴリズム
0	0114	0614	モデル推定とはなんですか	回帰木と線形回帰の双方のよいところを取った方法
0	0114	1506	モデル推定とはなんですか	各状態でどの行為を取ればよいのかという意思決定規則を獲得してゆくプロセス
0	0114	0111	モデル推定とはなんですか	識別の目的は，学習データに対して100\%の識別率を達成することではなく，未知の入力をなるべく高い識別率で分類するような境界線を探すことでした
0	0114	0417	モデル推定とはなんですか	ネットワークの構造とアークの条件付き確率
0	0114	0906	モデル推定とはなんですか	誤差逆伝播法は，入力層に向かうにつれ修正量が少なくなり，多階層では入力側の重みはほとんど動かない
0	0114	1412	モデル推定とはなんですか	特徴空間上のデータをノードとみなし，類似度に基づいたグラフ構造を構築する
0	0114	1412	モデル推定とはなんですか	近くのノードは同じクラスになりやすいという仮定
0	0114	0510	モデル推定とはなんですか	事後確率を特徴値の組み合わせから求めるようにモデルを作ります
0	0114	0810	モデル推定とはなんですか	多段階に誤差逆伝播法を適用すると，誤差が小さくなって消失してしまうという問題点
1	0114	0114	クラスタリングとはなんですか	入力データ集合から適切なまとまりを作ることでクラスを推定する手法
0	0114	1403	クラスタリングとはなんですか	多次元でも「次元の呪い」にかかっていない，ということ
0	0114	0204	クラスタリングとはなんですか	一般的には，多次元の特徴には冗長性が多く含まれます．また，次元数が増えれば増えるほど，学習データが高次元空間上にまばらに存在することになり，そのようなまばらなデータから得られたモデルは，一般的に汎化能力が低いことがわかっています
0	0114	0410	クラスタリングとはなんですか	各特徴はほかの特徴とは独立に値を決定するものと仮定をすると，特定の特徴について，特定の値をとるデータを集めることになるので，すべての特徴値の組み合わせに対するデータよりはかなり少ない量のデータで学習ができます．このような，特徴の独立性を仮定した識別法
0	0114	0801	クラスタリングとはなんですか	計算ユニットを，階層的に組み合わせて，入力から出力を計算するメカニズム
0	0114	0601	クラスタリングとはなんですか	正解付きデータから，「数値特徴を入力として数値を出力する」関数を学習する問題
0	0114	0209	クラスタリングとはなんですか	正例がどれだけ正しく判定されているかという指標
0	0114	1104	クラスタリングとはなんですか	近くのデータをまとめて小さいクラスタを作り，その小さいクラスタに近くのデータを取り込むか，あるいは小さいクラスタ同士をまとめて，少し大きめの新しいクラスタを作るという手順を繰り返すものです
0	0114	1108	クラスタリングとはなんですか	クラスタ数$k$をあらかじめ与え，各クラスタの平均ベクトルを乱数で生成し（あるいはランダムに$k$個データを選んで平均ベクトルとし），各データを最も近い平均ベクトルを持つクラスタに所属させた後，それぞれのクラスタの平均ベクトルを，その所属するデータから再計算します．この手順を，全クラスタの平均ベクトルが動かなくなるまで繰り返します
0	0114	0304	クラスタリングとはなんですか	個々の事例から，あるクラスについて共通点を見つけること
0	0114	0514	クラスタリングとはなんですか	全データに対する誤差を計算してから重みを更新するので，一回の重みの更新に時間がかかり，データ数が多いと収束が遅くなります
0	0114	0311	クラスタリングとはなんですか	集合の乱雑さ
0	0114	0810	クラスタリングとはなんですか	重みの修正量が層を戻るにつれて小さくなってゆく
0	0114	0606	クラスタリングとはなんですか	入力が少し変化したときに，出力も少し変化する
0	0114	0805	クラスタリングとはなんですか	誤差逆伝播法
0	0114	0810	クラスタリングとはなんですか	誤差が小さくなって消失してしまう
0	0114	0715	クラスタリングとはなんですか	複雑な非線形変換を求めるという操作を避ける方法
0	0114	1301	クラスタリングとはなんですか	個々の要素の間に i.i.d. の関係が成立しないもの
0	0114	0901	クラスタリングとはなんですか	深層学習に用いるニューラルネットワーク
0	0114	0503	クラスタリングとはなんですか	様々な数値データに対して多く用いられる統計モデル
0	0114	0703	クラスタリングとはなんですか	微分を利用して極値を求めて最小解を導くので，乗数$1/2$を付けておきます
0	0114	0906	クラスタリングとはなんですか	多階層構造でもそのまま適用できます
0	0114	1010	クラスタリングとはなんですか	バギングやランダムフォレストでは，用いるデータ集合を変えたり，識別器を構成する条件を変えたりすることによって，異なる識別器を作ろうとしていました．これに対して，ブースティング (Boosting) では，誤りを減らすことに特化した識別器を，次々に加えてゆくという方法で，異なる振る舞いをする識別器の集合を作ります
0	0114	1301	クラスタリングとはなんですか	形態素解析処理が典型的な問題
0	0114	0802	クラスタリングとはなんですか	識別対象のクラス数
1	0114	0114	クラスタリングはどのようなことに使われますか	顧客をクラスタリングした結果から特徴的な属性を見つけ出し，それぞれに適したマーケティングを行うような応用や，製品に対する口コミ文書をクラスタリングして，典型的な不満や要望を抽出する応用
0	0114	0506	クラスタリングはどのようなことに使われますか	入力の重み付き和を計算して，その値と閾値を比べて出力を決める
0	0114	0810	クラスタリングはどのようなことに使われますか	勾配消失問題
0	0114	0906	クラスタリングはどのようなことに使われますか	入力層に向かうにつれ修正量が少なくなり，多階層では入力側の重みはほとんど動かない
0	0114	1309	クラスタリングはどのようなことに使われますか	学習の際に観測されない隠れ変数の値を用いなければならない，という点
0	0114	1506	クラスタリングはどのようなことに使われますか	各状態でどの行為を取ればよいのかという意思決定規則
0	0114	1106	クラスタリングはどのようなことに使われますか	与えられたクラスタを融合したときのクラスタ内のデータと，クラスタ中心との距離の二乗和を求め，そこか各クラスタについて同様に求めた値を引いたものを類似度とする
0	0114	0902	クラスタリングはどのようなことに使われますか	どのような特徴を抽出するのかもデータから機械学習しようとする
0	0114	0701	クラスタリングはどのようなことに使われますか	線形で識別できないデータに対応するため
0	0114	1509	クラスタリングはどのようなことに使われますか	環境をモデル化する知識，すなわち，状態遷移確率と報酬の確率分布が与えられている場合
0	0114	0907	クラスタリングはどのようなことに使われますか	誤差逆伝播法を用いた教師あり学習を行う前に，何らかの方法で重みの初期パラメータを適切なものに事前調整しておくというアイディア
0	0114	1114	クラスタリングはどのようなことに使われますか	クラスタリング結果のデータ数の分布から
0	0114	0901	クラスタリングはどのようなことに使われますか	特徴抽出前の信号を入力をとする多階層ニューラルネットワークの学習
0	0114	0510	クラスタリングはどのようなことに使われますか	事後確率を特徴値の組み合わせから求めるようにモデルを作ります
0	0114	0409	クラスタリングはどのようなことに使われますか	推定するべき確率は，値1をとるデータ数の全データ数に対する割合という，ごく直観的な推定と一致します．この推定法を最尤推定法 (maximum likelihood estimation) とよびます
0	0114	0912	クラスタリングはどのようなことに使われますか	畳み込みニューラルネットワーク
0	0114	0908	クラスタリングはどのようなことに使われますか	AutoencoderとRestricted Bolzmann Machine(RBM)
0	0114	0906	クラスタリングはどのようなことに使われますか	誤差逆伝播法は，入力層に向かうにつれ修正量が少なくなり，多階層では入力側の重みはほとんど動かない
0	0114	0406	クラスタリングはどのようなことに使われますか	各クラスから生じる特徴の尤もらしさを表す
0	0114	1303	クラスタリングはどのようなことに使われますか	地名・人名・組織名・日時などの特定の表現を文中から特定の表現を抜き出す固有表現抽出
0	0114	0105	クラスタリングはどのようなことに使われますか	観測対象から問題設定に適した情報を選んでデータ化する処理
0	0114	0713	クラスタリングはどのようなことに使われますか	文書分類やバイオインフォマティックスなど
0	0114	1409	クラスタリングはどのようなことに使われますか	判断基準が異なる識別器を2つ用意して，お互いが教え合うというたとえで半教師あり学習を実現する方法
0	0114	1219	クラスタリングはどのようなことに使われますか	新規ユーザが，ある商品を購入したときに，記録済みのデータと購入パターンが似ているデータを探して，検索結果のユーザが購入していて，かつ新規ユーザが購入していない商品を推薦する
0	0114	0508	クラスタリングはどのようなことに使われますか	二乗誤差を最小にするように識別関数を調整する方法
1	0115	0115	パターンマイニングとはなんですか	データ中に何度も出現するパターンや，そのパターンに基づいた規則を発見する手法
0	0115	0113	パターンマイニングとはなんですか	入力データに潜む規則性
0	0115	1112	パターンマイニングとはなんですか	単純にいうと，近くにデータがないか，あるは極端に少ないものを外れ値とみなす，というものです．
0	0115	1110	パターンマイニングとはなんですか	さらなる分割が適当であるかどうかの判断k基準として，分割前後でモデルのよさを定量的に表した
0	0115	1209	パターンマイニングとはなんですか	この値が高いほど，得られる情報の多い規則であること
0	0115	0109	パターンマイニングとはなんですか	正解が付いていない場合の学習
0	0115	0509	パターンマイニングとはなんですか	確率的最急勾配法
0	0115	1406	パターンマイニングとはなんですか	ナイーブベイズ識別器のような，その識別結果に確信度を伴うもの
0	0115	0614	パターンマイニングとはなんですか	回帰木と線形回帰の双方のよいところを取った方法
0	0115	1104	パターンマイニングとはなんですか	近くのデータをまとめて小さいクラスタを作り，その小さいクラスタに近くのデータを取り込むか，あるいは小さいクラスタ同士をまとめて，少し大きめの新しいクラスタを作るという手順を繰り返すもの
0	0115	0313	パターンマイニングとはなんですか	モデルが学習データに特化しすぎたために，未知データに対して性能が下がる現象
0	0115	1410	パターンマイニングとはなんですか	それぞれが識別器として機能し得る異なる特徴集合を見つけるのが難しいことと，場合によっては全特徴を用いた自己学習の方が性能がよいことがあること
0	0115	0112	パターンマイニングとはなんですか	線形回帰，回帰木，モデル木など
0	0115	1506	パターンマイニングとはなんですか	各状態でどの行為を取ればよいのかという意思決定規則を獲得してゆくプロセス
0	0115	1015	パターンマイニングとはなんですか	二乗誤差，誤差の絶対値，フーバー損失（$|x| \leq \epsilon$ の範囲で2次関数，その外側の範囲で線形に増加）など
0	0115	0206	パターンマイニングとはなんですか	学習データが大量にある場合は，半分を学習用，残り半分を評価用として分ける方法
0	0115	0402	パターンマイニングとはなんですか	入力を観測した後で計算される確率
0	0115	0508	パターンマイニングとはなんですか	二乗誤差を最小にするように識別関数を調整する方法
0	0115	0901	パターンマイニングとはなんですか	深層学習に用いるニューラルネットワーク
0	0115	1106	パターンマイニングとはなんですか	クラスタの重心間の距離を類似度とする
0	0115	0406	パターンマイニングとはなんですか	各クラスから生じる特徴の尤もらしさを表す
0	0115	0504	パターンマイニングとはなんですか	同じ量のデータを用いて複数のパラメータを推定する場合，パラメータの量が増えるほど，問題が難しくなる
0	0115	0508	パターンマイニングとはなんですか	最小二乗法
0	0115	1301	パターンマイニングとはなんですか	これまでに学んだ識別器を入力に対して逐次適用してゆくというもの
0	0115	0810	パターンマイニングとはなんですか	重みの修正量が層を戻るにつれて小さくなってゆく
1	0116	0116	半教師あり学習とはなんですか	学習データが教師あり／教師なしの混在となっているもの
0	0116	1012	半教師あり学習とはなんですか	各識別器に対してその識別性能を測定し，その値を重みとする重み付き投票で識別結果を出します
0	0116	0810	半教師あり学習とはなんですか	勾配消失問題
